0.001_time,0.001_gap,0.005_time,0.005_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
304.712286233902,0.0031525134977795984,0.13531184196472168,0.0031525134977795984,OPTIMAL,157232,0,tight tolerances,469,6,4,1,0.25,500,1,10,false
