0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,0.02_time,0.02_gap,0.05_time,0.05_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
303.649365901947,0.02538108168714442,310.0449161529541,0.02429583529482524,307.34564900398254,0.020424531479672894,308.5005669593811,0.02040278890858573,0.04352307319641113,0.02040278890858573,OPTIMAL,83755,0,even time,773,9,9,5,0.5,500,15,30,true
