0.001_time,0.001_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
68.96025800704956,0.0008991804487176902,OPTIMAL,114629,0,one tolerance,251,3,12,5,0.75,500,2,5,true
