0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
306.99535298347473,0.008462961008557571,307.06020998954773,0.00841414890462543,0.19910216331481934,0.00841414890462543,OPTIMAL,88084,0,even time,498,6,8,6,0.5,500,10,10,true
