0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
316.3187789916992,0.006042191014171272,314.73206210136414,0.005952621320464683,0.0985250473022461,0.005952621320464683,OPTIMAL,25923,0,even time,114,2,4,6,0.25,250,5,5,true
