0.001_time,0.001_gap,0.005_time,0.005_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
300.04221296310425,0.0013951932191701595,0.0068950653076171875,0.0013951932191701595,OPTIMAL,21137,0,even time,574,7,6,4,0.5,100,1,30,true
