0.001_time,0.001_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
10.249462842941284,0.0009999610057163542,OPTIMAL,66833,0,even time,81,1,14,3,0.75,100,5,5,false
