0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
300.01634883880615,0.005724964352949875,300.0141909122467,0.005357983152274579,0.4145529270172119,0.005357983152274579,OPTIMAL,55133,0,even time,664,8,6,4,0.5,250,1,30,true
