0.001_time,0.001_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
0.8875658512115479,0.0009998585748552224,OPTIMAL,23358,0,even time,76,1,13,4,0.75,100,1,5,true
