0.001_time,0.001_gap,0.005_time,0.005_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
314.8964898586273,0.0029884830151304127,0.26992011070251465,0.0029884830151304127,OPTIMAL,339997,0,tight tolerances,799,9,14,1,0.75,500,1,30,false
