0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,0.02_time,0.02_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
300.0152471065521,0.018515483272436843,301.0287330150604,0.015942910678928394,301.74570393562317,0.015053334084068504,0.16998600959777832,0.015053334084068504,OPTIMAL,36220,0,even time,626,7,15,2,0.75,100,15,30,false
