0.001_time,0.001_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
6.646119832992554,0.0009999754430433854,OPTIMAL,162035,0,even time,153,2,11,3,0.75,250,5,5,false
