0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,0.02_time,0.02_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
300.01603388786316,0.012851948710912303,300.0150201320648,0.01277129317070838,303.621395111084,0.012742980298142973,0.06978297233581543,0.012742980298142973,OPTIMAL,157232,0,even time,765,9,8,3,0.5,500,30,30,false
