0.001_time,0.001_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
306.79903411865234,0.0027716915084629945,TIME_LIMIT,144003,0,one tolerance,463,6,3,1,0.25,500,1,10,false
