0.001_time,0.001_gap,0.005_time,0.005_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
305.1137521266937,0.0037872123146823825,0.11813783645629883,0.0037872123146823825,OPTIMAL,47600,0,even time,162,2,12,6,0.75,250,5,5,true
