0.001_time,0.001_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
308.2320930957794,0.003429419152962009,TIME_LIMIT,108271,0,one tolerance,398,5,7,2,0.5,250,5,10,false
