0.001_time,0.001_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
4.675097942352295,0.0008318584379030483,OPTIMAL,145338,0,increasing time,189,3,2,3,0.25,500,5,5,false
