0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,0.02_time,0.02_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
307.73701214790344,0.016257272599920727,304.61725783348083,0.016197358437619425,304.6056478023529,0.016111412898870355,0.131425142288208,0.016111412898870355,OPTIMAL,53328,0,even time,468,6,3,6,0.25,500,10,10,true
