0.001_time,0.001_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
302.3851819038391,0.013574564345521107,TIME_LIMIT,64068,0,one tolerance,655,8,5,1,0.25,250,1,30,false
