0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
300.0228428840637,0.007827278436988315,1176.1534688472748,0.007471391323793425,0.07197093963623047,0.007471391323793425,OPTIMAL,232352,0,even time,794,9,13,2,0.75,500,15,30,false
