0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
300.02673411369324,0.009032986266818548,304.57693791389465,0.008994086735406226,0.07026791572570801,0.008994086735406226,OPTIMAL,125808,0,even time,733,9,3,1,0.25,500,1,30,false
