0.001_time,0.001_gap,0.005_time,0.005_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
306.64296793937683,0.00344600064777144,0.11664700508117676,0.00344600064777144,OPTIMAL,42443,0,tight tolerances,138,2,8,6,0.5,250,5,5,true
