0.001_time,0.001_gap,0.005_time,0.005_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
303.9338581562042,0.0032869773248694885,0.08798098564147949,0.0032869773248694885,OPTIMAL,56577,0,tight tolerances,443,5,14,5,0.75,250,5,10,true
