0.001_time,0.001_gap,0.005_time,0.005_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
304.81666111946106,0.002461317830004493,0.07112693786621094,0.002461317830004493,OPTIMAL,142735,0,even time,784,9,11,4,0.75,500,1,30,true
