0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
303.5973789691925,0.005895706147086683,303.38465094566345,0.005816582603792262,0.11457085609436035,0.005816582603792262,OPTIMAL,55547,0,even time,425,5,11,5,0.75,250,5,10,true
