0.001_time,0.001_gap,0.005_time,0.005_gap,0.01_time,0.01_gap,0.02_time,0.02_gap,termination,objective,infeasibility,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj
300.0158817768097,0.012522928560374149,302.94348978996277,0.01131876554284995,301.20099210739136,0.0112808559286865,0.17087602615356445,0.0112808559286865,OPTIMAL,105089,0,even time,692,8,11,2,0.75,250,15,30,false
