phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
4.3418309688568115,0.0009994234782857295,OPTIMAL,0.0009994234782857295,even time,e 000200 20,e,20,200,22400.00000000002
