phase 1 time,phase 1 gap,phase 2 time,phase 2 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
5.008921146392822,0.004615684337692552,0.0035991668701171875,0.004615684337692552,OPTIMAL,0.004615684337692552,even time,d 000100 10,d,10,100,6365.0
