phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.08655309677124023,0.000996136675820732,OPTIMAL,0.000996136675820732,even time,c 000100 05,c,5,100,1931.0
