phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
4.8591628074646,0.0007448428947780484,OPTIMAL,0.0007448428947780484,even time,e 000100 20,e,20,100,8439.000000000344
