phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
2.3909521102905273,0.0008941860080958751,OPTIMAL,0.0008941860080958751,even time,e 000100 10,e,10,100,11580.0
