phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
60.21232795715332,0.001815064011020877,100326.00000000003,45.908064126968384,0.0007975135884395878,100224.0,OPTIMAL,0.0007975135884395878,ssit third,50,e 000900 60,e,60,900,100224.0
