phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
24.729840993881226,0.0008967435843684761,24980.00000000014,OPTIMAL,0.0008967435843684761,gap ssit,d 000400 10,d,10,400,24980.00000000014
