phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.2891881465911865,0.0,1402.0000000000002,OPTIMAL,0.0,ssit third,9,c 000100 10,c,10,100,1402.0000000000002
