phase 1 time,phase 1 gap,phase 2 time,phase 2 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
5.015315055847168,0.0019487635531451441,0.0016598701477050781,0.0019487635531451441,OPTIMAL,0.0019487635531451441,even time,d 000400 10,d,10,400,25006.0
