phase 1 time,phase 1 gap,phase 2 time,phase 2 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
5.240273952484131,0.0418946749043834,4.196820974349976,-1.0,OPTIMAL,-1.0,even time,c 001600 80,c,80,1600,16322.0
