phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.903980016708374,0.0007672869888772101,OPTIMAL,0.0007672869888772101,even time,c 001600 20,c,20,1600,18813.0
