phase 1 time,phase 1 gap,phase 2 time,phase 2 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
5.1423561573028564,0.06560909770702252,0.023401975631713867,0.0,OPTIMAL,0.0,even time,e 000900 60,e,60,900,107163.0
