phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.044885873794555664,0.0,OPTIMAL,0.0,even time,b 000100 10,b,10,100,1407.0
