phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.23185205459594727,-1.0,OPTIMAL,-1.0,even time,c 000100 10,c,10,100,1402.0
