phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
1.22263503074646,0.0006613236352567471,OPTIMAL,0.0006613236352567471,even time,c 000200 20,c,20,200,2392.0
