phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.7335250377655029,-1.0,OPTIMAL,-1.0,even time,e 000100 05,e,5,100,12684.999999999982
