phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
1.1624279022216797,-1.0,OPTIMAL,-1.0,even time,c 000400 40,c,40,400,4245.0000000000055
