phase 1 time,phase 1 gap,phase 2 time,phase 2 gap,phase 3 time,phase 3 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
5.01525616645813,0.0065259441724809545,5.007827997207642,0.0064771043486038194,0.002479076385498047,0.0064771043486038194,OPTIMAL,0.0064771043486038194,even time,d 000200 20,d,20,200,12305.0
