phase 1 time,phase 1 gap,phase 2 time,phase 2 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
5.007051944732666,-1.0,0.002721071243286133,-1.0,OPTIMAL,-1.0,even time,e 000100 20,e,20,100,8449.000000000085
