phase 1 time,phase 1 gap,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
3.0698559284210205,-1.0,OPTIMAL,-1.0,even time,e 000100 10,e,10,100,11580.0
