phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,termination,lowest_gap,method,problem_slots,problem_keys,problem_vals,problem_ndel,problem_count,problem_age,problem_idxfloor,problem_maxprobe,objective
120.00351595878601,0.0010296388909318231,-13597.0,0.02268505096435547,0.0010296388909318231,-13597.0,OPTIMAL,0.0010296388909318231,ssit,"UInt8[0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x01, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00]","[#undef, #undef, #undef, #undef, #undef, #undef, #undef, #undef, ""id"", #undef, #undef, #undef, #undef, #undef, #undef, #undef]","[#undef, #undef, #undef, #undef, #undef, #undef, #undef, #undef, ""Class B-INST02"", #undef, #undef, #undef, #undef, #undef, #undef, #undef]",0,1,1,9,0,-13597.0
