phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_slots,problem_keys,problem_vals,problem_ndel,problem_count,problem_age,problem_idxfloor,problem_maxprobe,objective
300.01128792762756,0.0014911825726141078,-30848.0,TIME_LIMIT,0.0014911825726141078,base,"UInt8[0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x01, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00]","[#undef, #undef, #undef, #undef, #undef, #undef, #undef, #undef, ""id"", #undef, #undef, #undef, #undef, #undef, #undef, #undef]","[#undef, #undef, #undef, #undef, #undef, #undef, #undef, #undef, ""Class D-Instance13"", #undef, #undef, #undef, #undef, #undef, #undef, #undef]",0,1,1,1,0,-30848.0
