phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
235.72512888908386,0.0009448818897637795,6350.0,OPTIMAL,0.0009448818897637795,3. ssit long,24,d 000100 10,d,10,100,6350.0
