phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.19815492630004883,0.0008445945945945946,3552.0,OPTIMAL,0.0008445945945945946,3. ssit long,2,b 000200 05,b,5,200,3552.0
