phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
300.0088691711426,0.003991203062637452,12277.0,0.004121065139770508,0.003991203062637452,12277.0,OPTIMAL,0.003991203062637452,3. ssit long,30,d 000200 20,d,20,200,12277.0
