phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
300.2250030040741,0.0012454325562238407,97155.0,0.007150888442993164,0.0012454325562238407,97155.0,OPTIMAL,0.0012454325562238407,3. ssit long,36,d 001600 80,d,80,1600,97155.0
