phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
300.11612486839294,0.0010081993354110093,97203.0,0.020807981491088867,0.0010081993354110093,97203.0,OPTIMAL,0.0010081993354110093,3. ssit long,33,d 001600 40,d,40,1600,97203.0
