phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
2.251013994216919,0.0009823182711198428,22396.0,OPTIMAL,0.0009823182711198428,3. ssit long,45,e 000200 20,e,20,200,22396.0
