phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
2.282909870147705,0.0008161361781508686,17154.0,OPTIMAL,0.0008161361781508686,3. ssit long,18,c 001600 40,c,40,1600,17154.0
