phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
300.0680968761444,0.004782146652497344,24466.0,61.790884017944336,0.003927183473102884,24445.0,OPTIMAL,0.003927183473102884,3. ssit long,34,d 000400 40,d,40,400,24445.0
