phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,phase 3 time,phase 3 gap,phase 3 obj,phase 4 time,phase 4 gap,phase 4 obj,phase 5 time,phase 5 gap,phase 5 obj,termination,lowest_gap,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj,objective
120.01572012901306,0.10029307383271792,23319.0,240.01327800750732,0.080788649838015,23692.0,303.17944407463074,0.08011421966080856,23692.0,363.3737049102783,0.07976667316449344,23692.0,482.1362249851227,0.079393299268112,23692.0,TIME_LIMIT,0.079393299268112,increasing time,653,8,4,5,0.25,250,15,30,true,23692.0
