phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,phase 3 time,phase 3 gap,phase 3 obj,phase 4 time,phase 4 gap,phase 4 obj,phase 5 time,phase 5 gap,phase 5 obj,termination,lowest_gap,method,problem_id,problem_dataset,problem_instance,problem_case,problem_tightness,problem_n_vars,problem_n_demands,problem_n_dimensions,problem_mixed_obj,objective
120.02247595787048,0.15824107502802798,22272.0,240.01010298728943,0.15515193960973792,22272.0,301.41919922828674,0.15409074887974622,22272.0,362.03904390335083,0.13695025303528172,22598.0,482.3414990901947,0.1036559720742194,23268.0,TIME_LIMIT,0.1036559720742194,increasing time,654,8,4,6,0.25,250,30,30,true,23268.0
