phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,phase 3 time,phase 3 gap,phase 3 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
150.01404404640198,0.0048828125,12288.0,150.00536394119263,0.00463980463980464,12285.0,41.51562809944153,0.0026101141924959217,12260.0,OPTIMAL,0.0026101141924959217,2. ssit,30,d 000200 20,d,20,200,12260.0
