phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
150.04828095436096,0.00023459352160967248,55415.0,0.004915952682495117,0.00023459352160967248,55415.0,OPTIMAL,0.00023459352160967248,2. ssit,27,d 000900 15,d,15,900,55415.0
