phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,phase 3 time,phase 3 gap,phase 3 obj,phase 4 time,phase 4 gap,phase 4 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
150.01028680801392,0.007395498392282958,6220.0,150.00306391716003,0.007395498392282958,6220.0,300.00176191329956,0.007234726688102894,6220.0,300.00258207321167,0.007234726688102894,6220.0,TIME_LIMIT,0.007234726688102894,2. ssit,28,d 000100 20,d,20,100,6220.0
