phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
2.962695837020874,8.637816360024185e-5,11577.0,OPTIMAL,8.637816360024185e-5,2. ssit,39,e 000100 10,e,10,100,11577.0
