phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.24996590614318848,0.0,1843.0,OPTIMAL,0.0,2. ssit,1,b 000100 05,b,5,100,1843.0
