phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
6.7002809047698975,6.831845691835766e-5,22379.000000000007,OPTIMAL,6.831845691835766e-5,normal cplex,e 000200 20,e,20,200,22379.000000000007
